item_id,date,user,user_nickname,bid_id,qty,bid,max_bid
794,"2021-04-10 15:47:52",34,90430fca-267b-44e6-ade8-86660478ba45,20000032,4,183.25,526.63
50,"2022-01-20 17:04:50",15,5a784d9c-d2fd-4a7b-91a2-b70e840f5d48,20000033,5,280.09,376.12
181,"2021-11-10 15:40:03",10,335df32c-ab7a-4f6d-8959-848da30f0a13,20000034,1,654.92,284.02
509,"2021-10-05 19:07:50",34,90430fca-267b-44e6-ade8-86660478ba45,20000035,3,680.88,979.52
221,"2022-01-16 13:11:09",180,522baa5e-e9ee-4197-9c5c-ecc9986d0330,20000036,2,4.85,710.1
549,"2021-03-18 00:38:03",131,a76625d9-9f6e-4b29-a8ee-94644d6634da,20000037,4,751.54,947.85
752,"2022-02-27 13:17:03",153,6867e6ea-44c8-44fa-9477-d816915e7bcb,20000038,4,615.56,439.48
526,"2021-08-09 14:15:52",14,f54b776f-3125-4062-96e7-d09bee0e84f8,20000039,2,641.44,652.76
974,"2022-01-27 10:37:14",80,4b138503-c01d-4586-ba04-40663b07b1c2,20000040,1,883.83,902.43
547,"2021-03-13 09:20:31",68,95da9b6f-f904-4051-9151-6123770864f0,20000041,3,293.99,566.22
58,"2021-06-25 08:07:51",94,b0d765a9-5d8c-4a69-a833-000b0c271c7f,20000042,5,39.25,70.13
903,"2021-12-23 04:37:34",180,522baa5e-e9ee-4197-9c5c-ecc9986d0330,20000043,1,841.48,781.67
272,"2021-10-27 03:23:21",78,daf4c5ab-4d06-4552-9d08-f84883530dd1,20000044,5,901.08,101.22
275,"2021-10-07 01:06:13",84,63da1fe9-3452-4548-9ea9-fc3691c17a0f,20000045,2,157.06,157.49
170,"2021-10-18 04:45:27",142,bd0e48b7-de0c-4676-a922-c35ecc1942a4,20000046,5,590.14,578.87
515,"2022-02-21 11:59:56",13,fa33f9b3-25a7-4be4-bd87-4c654eff4d77,20000047,4,341.44,879.39
93,"2021-09-21 11:32:30",107,57ed987c-076c-4495-ac21-63e2ba388729,20000048,5,733.03,259.61
699,"2021-12-29 03:15:49",85,7830bbc9-1de6-4514-a3a9-208ce0153c38,20000049,5,817.45,602.62
228,"2021-07-27 22:21:37",84,63da1fe9-3452-4548-9ea9-fc3691c17a0f,20000050,1,910.11,918.83
3,"2021-07-11 02:51:47",29,3b535eae-ee62-4066-ae2e-d4921f2bcad2,20000051,3,582.12,431.46
813,"2021-10-04 03:31:34",86,8055edc3-4e13-42ad-8e33-d8092eaabeb1,20000052,2,613.56,502.48
155,"2022-02-08 14:40:19",38,12dad1d7-db7f-498c-b2ad-b29a9371a7d3,20000053,4,895.1,774.11
282,"2021-10-18 04:36:57",184,7baad2c4-924b-40c3-889a-37882d1f1db1,20000054,1,342.55,662.67
109,"2021-07-20 21:41:36",184,7baad2c4-924b-40c3-889a-37882d1f1db1,20000055,4,62.92,293.38
26,"2021-11-15 03:01:56",68,95da9b6f-f904-4051-9151-6123770864f0,20000056,4,454.38,920.76
418,"2021-12-09 19:56:36",14,f54b776f-3125-4062-96e7-d09bee0e84f8,20000057,4,184.48,394.95
979,"2021-10-23 18:21:13",26,2c8587e1-d056-4d01-b794-2cf56220a7df,20000058,2,210.3,657.15
388,"2022-02-02 15:59:26",104,54696fb6-004f-4e87-8f27-31d2bbe7a876,20000059,2,197.82,531.63
940,"2021-07-11 06:20:49",87,f671c1aa-ea96-4a07-84f2-2d04f158a3b3,20000060,5,11.46,748.86
1000,"2021-07-02 07:14:27",35,1432eb37-04e3-4f79-a78c-9bb2b723b059,20000061,1,473.15,116.94
802,"2021-06-19 10:10:41",170,07194029-5c0b-440b-a1c4-9c00f61a5fbc,20000062,2,538.71,129.26
703,"2021-12-01 02:20:07",56,8b89e263-57d0-4d59-b9f6-4f467bfbf8ac,20000063,1,129.06,806.12
512,"2021-11-24 14:47:47",75,7cbba383-dd59-4e17-bbfe-eade8a212f90,20000064,5,452.83,498.28
502,"2021-09-18 01:34:52",45,dfd98772-512a-4977-a2d7-7a9da05f2471,20000065,4,123.56,869.57
82,"2021-09-03 10:16:10",129,bc3de1db-1418-43a0-8f66-35de5e60e327,20000066,3,703.22,211.33
404,"2021-11-22 21:03:52",54,0e50e95a-1044-405e-94f0-bc4f3751722d,20000067,3,459.69,474.51
315,"2021-09-22 06:51:08",4,931913cc-9d2f-4645-be6e-419704949a2f,20000068,5,351.96,836.21
875,"2021-07-08 20:23:25",56,8b89e263-57d0-4d59-b9f6-4f467bfbf8ac,20000069,4,177.18,698.49
283,"2021-11-20 07:42:27",27,83904f1f-6d5b-4dcc-a7e7-c6189327f27d,20000070,5,50.13,56.05
662,"2021-06-25 09:48:29",124,38d181ca-60e0-4de0-885f-0f5d01516c5d,20000071,1,214.8,47.99
979,"2021-07-22 10:41:34",195,a2eeeb2e-a123-4c15-85b7-00eb3b6c0ab1,20000072,3,308.58,853.97
225,"2022-02-09 14:16:44",118,eae5a239-6f5e-40ac-a0e4-309305886d6c,20000073,2,556.86,494.69
397,"2022-03-04 16:14:19",133,2b96c5b5-5fcf-4f14-9322-44097d82e7c8,20000074,1,477.05,352.62
171,"2021-04-11 04:36:51",38,12dad1d7-db7f-498c-b2ad-b29a9371a7d3,20000075,2,550.16,569.37
908,"2021-08-21 16:38:01",34,90430fca-267b-44e6-ade8-86660478ba45,20000076,4,82.62,965.42
974,"2021-05-26 02:12:15",24,a53eec5d-9e6d-4771-a092-984079b8e60d,20000077,5,205.88,645.12
498,"2022-01-28 21:51:26",124,38d181ca-60e0-4de0-885f-0f5d01516c5d,20000078,1,20.8,967.03
412,"2021-04-29 14:16:25",193,445b5db5-6992-4b57-bc60-af966ecbf3a3,20000079,5,634.91,730.9
42,"2021-10-07 13:35:41",168,a7b82ea2-0069-4c66-9dbd-b768ee751115,20000080,5,325.08,381.88
57,"2022-01-23 21:26:45",7,7bc0bca5-8f77-41f5-9a70-e64efd8be7e7,20000081,2,727.59,70.3
380,"2021-09-27 05:06:24",78,daf4c5ab-4d06-4552-9d08-f84883530dd1,20000082,5,878.18,918.48
577,"2021-11-06 14:41:52",155,f0a52242-b3ca-4f01-91b3-f464b7fd3361,20000083,1,866.23,434.66
154,"2021-06-22 15:48:35",154,bcb3b048-df3d-434f-9472-565f5e05eba2,20000084,2,519.9,498.3
832,"2021-05-10 03:35:58",94,b0d765a9-5d8c-4a69-a833-000b0c271c7f,20000085,3,724.22,670.38
131,"2021-08-23 02:22:02",137,721c04fd-b1f9-4820-8562-9930d2f70516,20000086,5,328.84,543.3
553,"2021-08-18 03:19:12",9,303f464a-79a9-4585-bac8-c7ba7a1b07f7,20000087,3,106.44,433.78
526,"2021-06-04 03:37:38",135,160446f0-d7cd-4a7a-895b-ae038fa63784,20000088,4,62.98,1.27
27,"2021-05-06 03:56:52",78,daf4c5ab-4d06-4552-9d08-f84883530dd1,20000089,2,974.64,996.98
72,"2021-09-24 11:01:57",8,50a17bf4-0d24-4d17-896e-2281922e8d25,20000090,4,49.93,467.7
768,"2021-04-05 14:26:17",200,e61d29a1-3fa0-49c3-9a06-9395eabb7d8f,20000091,4,640.86,774.83
387,"2021-08-08 22:31:54",194,5c071a48-005f-4fd0-a4f7-ae5b86cfcb2f,20000092,3,776.01,929.29
698,"2021-08-31 15:59:52",150,0fb1e0d1-becf-4717-a098-6e654a8f6730,20000093,1,97.35,624.9
808,"2021-05-28 19:04:38",38,12dad1d7-db7f-498c-b2ad-b29a9371a7d3,20000094,5,608.68,985.91
360,"2021-10-11 16:04:31",165,5829786a-5b19-4fad-b788-3bea2e012953,20000095,1,93.93,414.31
682,"2022-02-23 19:41:47",191,2244a223-f5bf-4847-8f5e-7ca7ddde41d5,20000096,4,102.63,504.98
379,"2021-08-14 05:49:03",128,5a4feb93-b563-4ed2-a592-d4dba8ebaddb,20000097,2,99.74,608.03
311,"2021-12-17 01:06:33",100,e079d06f-196b-43fd-8c8f-97c6cf86f09a,20000098,3,393.55,795.85
389,"2021-08-28 02:06:38",154,bcb3b048-df3d-434f-9472-565f5e05eba2,20000099,2,323.28,950.26
14,"2021-10-31 17:08:50",163,5240a16f-b6ec-4de6-960e-179c1cf04db1,20000100,3,203.61,165.94
439,"2021-05-18 06:02:57",70,51b93657-62b3-46fc-8339-b8bfd9e7599d,20000101,5,357.24,65.22
599,"2021-07-27 01:20:39",34,90430fca-267b-44e6-ade8-86660478ba45,20000102,1,911.78,73.27
235,"2021-07-19 18:30:01",197,b16fa345-3bc0-4c02-bfc5-cf1944c694f2,20000103,4,241.89,511.05
482,"2021-04-17 13:38:36",56,8b89e263-57d0-4d59-b9f6-4f467bfbf8ac,20000104,1,636.1,929.86
434,"2021-10-16 01:00:26",164,66b7855b-ca5c-4c26-ae89-9ab303ece713,20000105,2,787.09,761.53
673,"2021-10-04 22:16:02",184,7baad2c4-924b-40c3-889a-37882d1f1db1,20000106,3,830.73,632.9
179,"2021-11-06 09:39:27",184,7baad2c4-924b-40c3-889a-37882d1f1db1,20000107,2,535.63,184.19
840,"2021-11-14 23:11:40",7,7bc0bca5-8f77-41f5-9a70-e64efd8be7e7,20000108,3,192.42,612.05
920,"2021-09-04 21:46:18",172,aac11b0c-34bc-49e6-968f-668fd54fcf76,20000109,4,331.03,912.52
123,"2021-07-04 10:08:46",11,7f2c1048-10af-4486-97ac-fecc7338ff7c,20000110,3,171.61,646.65
825,"2021-06-02 07:01:49",46,1bbf6db8-4785-47fb-8aa3-47544d520660,20000111,4,379.77,746.1
58,"2021-08-16 18:17:42",150,0fb1e0d1-becf-4717-a098-6e654a8f6730,20000112,4,172.92,103.53
315,"2021-09-16 19:32:55",38,12dad1d7-db7f-498c-b2ad-b29a9371a7d3,20000113,3,807.57,378.45
465,"2021-12-11 20:09:50",32,355ea4f8-2faa-46d7-8915-9293bf0f8e09,20000114,5,855.8,19.57
222,"2021-03-15 08:51:38",89,0bc44f06-620e-4b2f-9003-721b862c01fd,20000115,5,602.71,50.27
687,"2021-04-02 09:15:28",87,f671c1aa-ea96-4a07-84f2-2d04f158a3b3,20000116,5,617.21,930.62
344,"2021-06-19 04:46:30",153,6867e6ea-44c8-44fa-9477-d816915e7bcb,20000117,1,427.34,298.56
267,"2021-03-15 22:42:51",96,2bfe6f2e-3d9b-491e-a11d-bacf26e897d6,20000118,2,375,339.05
534,"2021-07-03 02:00:40",111,400c5051-d9a7-4ddf-a2c1-7f9ed93b3070,20000119,1,232.8,304.55
572,"2021-06-05 18:17:43",128,5a4feb93-b563-4ed2-a592-d4dba8ebaddb,20000120,1,760.99,998.88
871,"2021-07-19 06:25:05",139,eb05e32f-6a0c-4787-a683-0157e40a7087,20000121,2,458.2,591.21
620,"2022-02-21 20:31:54",172,aac11b0c-34bc-49e6-968f-668fd54fcf76,20000122,5,206.29,581.79
163,"2021-07-21 02:23:11",68,95da9b6f-f904-4051-9151-6123770864f0,20000123,4,578.02,532.85
346,"2022-02-15 07:52:49",4,931913cc-9d2f-4645-be6e-419704949a2f,20000124,5,378.79,531.39
837,"2022-02-06 10:29:16",191,2244a223-f5bf-4847-8f5e-7ca7ddde41d5,20000125,3,122.34,17.4
266,"2022-01-17 14:54:23",155,f0a52242-b3ca-4f01-91b3-f464b7fd3361,20000126,5,222.39,905.6
244,"2021-11-23 19:50:25",15,5a784d9c-d2fd-4a7b-91a2-b70e840f5d48,20000127,4,351.22,115.97
522,"2022-01-10 01:38:43",92,32a51e1b-4a89-4ff5-a8b1-f4a2bffcb89e,20000128,4,709.59,186.75
28,"2021-11-30 14:24:25",121,aa2e0146-558e-4317-bc2b-4c3bbf9525b6,20000129,3,668.51,972.92
181,"2022-01-27 13:55:39",136,a771f3cf-8963-48b8-a23e-89dfbf01032b,20000130,3,186.78,389.99
97,"2021-04-20 19:07:33",81,49d687cb-cd6f-4965-ba82-e0368b27904c,20000131,2,158.69,888.71
503,"2021-12-30 16:00:54",17,b9eb841f-fb87-4024-a67c-03a5e55aeb72,20000132,3,612.63,759.51
942,"2021-08-03 16:26:25",73,cff36a31-215c-4dd5-a588-5dcf4c156c26,20000133,1,928.18,362.71
403,"2021-11-27 10:53:45",67,cc1fddd1-9a17-439e-a742-e7d00cd39648,20000134,5,618.63,537.61
304,"2021-06-17 15:47:21",144,c860c87e-b760-480b-8561-417e0a198ecc,20000135,1,234.08,289.23
773,"2022-02-14 10:25:19",156,32abc464-8b16-4ed1-9cc2-ce15e9471a9e,20000136,4,94.12,175.58
231,"2021-08-24 01:00:34",116,0da33ce5-4322-428d-84d8-c685128193c1,20000137,3,122.28,300.36
788,"2021-09-25 17:00:36",22,ce268cc5-ae9c-4391-a202-5a7e9ce83181,20000138,1,159.97,62.13
340,"2021-11-02 14:25:39",12,e3673e66-5411-49a5-93cc-14c7545c6794,20000139,4,725.14,981.51
769,"2021-04-28 19:51:15",121,aa2e0146-558e-4317-bc2b-4c3bbf9525b6,20000140,1,882.38,527.43
272,"2021-10-27 16:51:27",94,b0d765a9-5d8c-4a69-a833-000b0c271c7f,20000141,1,787.51,31.84
759,"2021-08-13 08:48:01",126,c6a28121-f182-41c9-a0ee-309648d2adde,20000142,4,579.68,969.97
561,"2022-02-24 11:20:03",63,2e8ef3f4-a48e-47ae-979d-a3ae0a29961d,20000143,5,341.83,902.41
432,"2021-07-04 09:59:52",177,f75b3eb8-a800-40c0-bf5b-108d48d68cd7,20000144,1,685.73,397.6
980,"2021-08-29 01:24:40",116,0da33ce5-4322-428d-84d8-c685128193c1,20000145,1,772.7,68.57
423,"2021-07-30 03:22:11",188,0073538f-24d1-4b84-b332-f29bbf367410,20000146,3,864.63,667.58
288,"2021-12-21 06:00:40",86,8055edc3-4e13-42ad-8e33-d8092eaabeb1,20000147,4,442.65,70.54
492,"2021-07-12 10:47:45",161,fad76dad-5aea-45da-8b30-1701d553f30a,20000148,2,727.51,712.28
364,"2022-02-15 17:16:21",100,e079d06f-196b-43fd-8c8f-97c6cf86f09a,20000149,4,527.14,304.87
867,"2021-10-16 06:46:50",97,00c23d28-22a5-479b-9bf8-c2542398a4f0,20000150,2,844.89,113.39
959,"2022-02-15 13:10:18",147,8768a2f0-620d-46c1-a837-9689dd786e93,20000151,2,673.73,376.07
131,"2021-05-22 04:55:53",167,bcf48cbc-67f5-4ff7-a6cd-9c22341e0db7,20000152,5,82.96,214
120,"2021-05-11 02:37:05",160,5267b73a-02ac-484d-b91f-52fa4b0d046f,20000153,3,980.54,994.63
257,"2022-03-08 07:34:38",184,7baad2c4-924b-40c3-889a-37882d1f1db1,20000154,3,565.24,286.28
616,"2021-09-12 19:44:52",129,bc3de1db-1418-43a0-8f66-35de5e60e327,20000155,4,68.09,628.07
551,"2021-07-31 23:15:42",184,7baad2c4-924b-40c3-889a-37882d1f1db1,20000156,4,979.89,67.49
232,"2021-07-08 23:13:18",173,a717a3f7-f08d-4393-8260-20668034dddd,20000157,5,696.2,854.09
250,"2021-10-17 14:37:17",122,e4926304-ab89-401d-9c9d-45b828520c9a,20000158,3,256.87,481.68
950,"2022-03-06 15:06:21",56,8b89e263-57d0-4d59-b9f6-4f467bfbf8ac,20000159,3,968.28,62.24
38,"2021-10-19 02:06:18",54,0e50e95a-1044-405e-94f0-bc4f3751722d,20000160,1,822.89,380.33
157,"2022-02-16 14:51:43",144,c860c87e-b760-480b-8561-417e0a198ecc,20000161,2,435.25,556.47
298,"2021-09-07 12:38:08",22,ce268cc5-ae9c-4391-a202-5a7e9ce83181,20000162,2,142.47,971.34
145,"2021-08-05 09:02:04",153,6867e6ea-44c8-44fa-9477-d816915e7bcb,20000163,4,58.63,873.5
296,"2021-03-22 01:09:08",175,b0c478bd-9dc4-4382-8f23-269809fdfc0f,20000164,1,121.91,409.48
255,"2021-06-25 04:20:34",101,655500af-e43f-4afc-8029-d7e0fe57d14a,20000165,3,676.95,71.97
339,"2021-06-15 18:14:01",76,4dc0578f-f96b-49c8-9237-be682fb01197,20000166,4,414.9,635.18
955,"2022-02-17 07:56:17",49,c3ac4d76-740f-4e50-87bf-1797fc888753,20000167,4,134.91,223.84
884,"2021-03-18 18:31:03",44,e1f0f79f-9db4-491a-8406-c63d68f964cb,20000168,3,950.41,16.36
606,"2021-04-14 01:54:46",170,07194029-5c0b-440b-a1c4-9c00f61a5fbc,20000169,1,16.92,636.72
395,"2021-09-29 09:40:17",101,655500af-e43f-4afc-8029-d7e0fe57d14a,20000170,1,525.7,993.08
569,"2021-03-11 04:46:17",183,5d34e7c5-9f6f-40d7-bd1b-f7d50a22f994,20000171,3,271.12,306.25
256,"2021-10-22 03:52:00",92,32a51e1b-4a89-4ff5-a8b1-f4a2bffcb89e,20000172,3,396.97,188.27
944,"2021-09-23 14:51:30",160,5267b73a-02ac-484d-b91f-52fa4b0d046f,20000173,5,91.2,517.58
515,"2021-05-13 21:41:48",79,a33b14e6-60d4-4512-9bc6-ac0f5e470390,20000174,5,872.43,209.45
933,"2021-12-31 12:32:55",24,a53eec5d-9e6d-4771-a092-984079b8e60d,20000175,2,434.31,131.6
19,"2021-10-02 04:25:28",94,b0d765a9-5d8c-4a69-a833-000b0c271c7f,20000176,4,875.76,350.79
945,"2022-03-04 15:42:34",73,cff36a31-215c-4dd5-a588-5dcf4c156c26,20000177,2,16.02,271.06
683,"2021-12-05 09:36:44",32,355ea4f8-2faa-46d7-8915-9293bf0f8e09,20000178,2,10.66,113.01
765,"2022-02-08 16:29:05",184,7baad2c4-924b-40c3-889a-37882d1f1db1,20000179,3,349.36,521.63
949,"2022-03-05 22:30:06",66,f0b4b2f4-b7e6-4204-8e27-571455a8ce54,20000180,5,904.12,985.27
431,"2022-02-27 02:52:56",12,e3673e66-5411-49a5-93cc-14c7545c6794,20000181,1,398.26,14.2
962,"2021-12-28 12:59:38",138,095d4734-2bfc-4015-adbb-b331e9455280,20000182,2,594.28,121.42
476,"2021-08-27 21:51:41",16,bcc67833-6346-4c49-813f-32445bbb59f9,20000183,1,694.26,411.62
487,"2021-06-05 02:51:02",166,d6edf7c8-aefa-4548-ae37-353416b55a7c,20000184,5,16.58,549.06
396,"2021-05-24 12:12:34",168,a7b82ea2-0069-4c66-9dbd-b768ee751115,20000185,3,211.66,7
696,"2021-04-11 01:32:48",163,5240a16f-b6ec-4de6-960e-179c1cf04db1,20000186,1,237.47,195.08
327,"2021-06-22 05:53:38",103,5815cf7d-0150-4127-8b5c-cb75c9c7497d,20000187,2,638.71,26.17
582,"2021-11-15 15:28:46",103,5815cf7d-0150-4127-8b5c-cb75c9c7497d,20000188,4,769.87,700.98
782,"2021-06-06 18:51:32",8,50a17bf4-0d24-4d17-896e-2281922e8d25,20000189,3,203.25,776.09
717,"2021-05-26 01:39:15",36,a89fae99-9fb2-48e7-94fc-631d384f001f,20000190,2,780.26,563.55
132,"2021-10-24 01:14:59",97,00c23d28-22a5-479b-9bf8-c2542398a4f0,20000191,4,640.3,574.12
491,"2021-11-15 16:13:47",185,0fd32276-63f2-4846-a3cc-3e0dffbaa0e8,20000192,1,923.66,790.63
217,"2021-03-20 19:32:30",146,ca3dcb35-7e9e-4828-b3bf-8befc04ce4af,20000193,3,271.43,763.18
691,"2021-06-26 17:20:44",59,f82e64b4-0e05-4182-be8d-f5532e09e8d6,20000194,4,426.6,757.75
149,"2021-06-08 03:11:34",152,782bbd8a-cccf-4427-a367-ebce035bd312,20000195,5,366.17,250.21
231,"2022-01-04 03:30:52",120,761ddd58-cdf6-4a9b-b08d-4561f222a1d7,20000196,1,549.86,253.8
622,"2021-09-19 23:39:08",68,95da9b6f-f904-4051-9151-6123770864f0,20000197,4,770.72,558.29
797,"2021-06-02 09:59:37",94,b0d765a9-5d8c-4a69-a833-000b0c271c7f,20000198,2,684.98,627.92
282,"2021-04-17 11:28:20",150,0fb1e0d1-becf-4717-a098-6e654a8f6730,20000199,4,251.99,833.15
487,"2021-03-22 23:31:22",54,0e50e95a-1044-405e-94f0-bc4f3751722d,20000200,3,103.35,447.16
110,"2021-10-16 06:11:19",200,e61d29a1-3fa0-49c3-9a06-9395eabb7d8f,20000201,1,530.06,754
65,"2021-09-27 11:39:44",53,a421afad-8ff4-4f83-a45c-49e4f55772eb,20000202,3,812.96,711.03
661,"2022-02-06 12:33:55",26,2c8587e1-d056-4d01-b794-2cf56220a7df,20000203,1,683.51,885.71
993,"2021-07-20 00:35:15",112,9191ef57-ac5c-47a1-a373-5412ba576ea7,20000204,4,270.07,432.19
231,"2021-10-28 08:29:55",92,32a51e1b-4a89-4ff5-a8b1-f4a2bffcb89e,20000205,5,915.74,595.88
894,"2021-07-03 11:49:54",148,534832a2-afb1-4755-b58c-cfc87c829e8d,20000206,1,945.69,165.36
369,"2022-02-24 06:05:52",14,f54b776f-3125-4062-96e7-d09bee0e84f8,20000207,5,538.74,496.94
508,"2021-10-15 10:08:08",152,782bbd8a-cccf-4427-a367-ebce035bd312,20000208,5,238.68,859.65
856,"2021-04-12 15:55:13",103,5815cf7d-0150-4127-8b5c-cb75c9c7497d,20000209,3,254.51,769.77
891,"2021-07-08 17:19:01",68,95da9b6f-f904-4051-9151-6123770864f0,20000210,4,423.73,396.71
359,"2021-06-08 18:06:09",64,5a39e30a-eb76-4a3e-8023-ccc91e06233f,20000211,4,627.06,973.45
489,"2021-03-20 05:28:30",138,095d4734-2bfc-4015-adbb-b331e9455280,20000212,5,87.19,757.35
217,"2021-08-15 23:37:38",185,0fd32276-63f2-4846-a3cc-3e0dffbaa0e8,20000213,2,541.33,975.3
892,"2021-11-28 05:45:24",96,2bfe6f2e-3d9b-491e-a11d-bacf26e897d6,20000214,5,1.93,182.88
635,"2021-03-30 08:37:21",139,eb05e32f-6a0c-4787-a683-0157e40a7087,20000215,5,676.19,901.46
386,"2021-04-06 14:48:53",40,8d1f33c3-f8e3-475c-a77a-73059d6a558f,20000216,5,410.75,22.79
232,"2022-02-24 08:46:57",59,f82e64b4-0e05-4182-be8d-f5532e09e8d6,20000217,1,634.32,560.09
202,"2022-02-02 14:36:12",79,a33b14e6-60d4-4512-9bc6-ac0f5e470390,20000218,5,425.74,983.16
499,"2022-01-16 01:21:43",194,5c071a48-005f-4fd0-a4f7-ae5b86cfcb2f,20000219,3,486.35,584.65
889,"2021-10-05 19:27:19",155,f0a52242-b3ca-4f01-91b3-f464b7fd3361,20000220,4,347.6,288.49
912,"2021-05-12 11:23:40",91,80127c3a-96f3-442f-b5ef-dc2c45502f0c,20000221,1,518.64,770.86
24,"2021-11-02 00:40:38",106,54faaf83-5744-40ce-bef4-98300db814db,20000222,3,297.21,268.55
46,"2021-10-29 04:01:39",66,f0b4b2f4-b7e6-4204-8e27-571455a8ce54,20000223,5,341.45,721.4
1000,"2022-03-03 11:08:00",48,2db70eb2-df5d-49ca-a912-32fa2c55e237,20000224,3,474.92,348.86
818,"2022-02-22 00:02:57",56,8b89e263-57d0-4d59-b9f6-4f467bfbf8ac,20000225,2,92.63,746.34
250,"2022-01-02 06:14:44",189,c0314d32-94e2-41e7-b1d7-423ff68eddd2,20000226,1,406.32,226.27
147,"2021-11-23 07:20:01",76,4dc0578f-f96b-49c8-9237-be682fb01197,20000227,1,857.27,836.38
428,"2021-08-09 20:44:12",2,847aac60-573a-42c0-945f-ea87b98dd3d2,20000228,1,539.57,311.52
921,"2021-08-03 03:29:45",185,0fd32276-63f2-4846-a3cc-3e0dffbaa0e8,20000229,4,863.59,983.42
593,"2021-10-25 15:14:58",68,95da9b6f-f904-4051-9151-6123770864f0,20000230,4,468.52,628.6
388,"2021-06-04 05:07:02",172,aac11b0c-34bc-49e6-968f-668fd54fcf76,20000231,4,901.94,927.81
155,"2021-07-03 10:44:30",136,a771f3cf-8963-48b8-a23e-89dfbf01032b,20000232,3,48.98,312.81
157,"2021-11-17 06:37:57",162,ece5ba46-d6a1-4b3d-9405-9e3425367501,20000233,3,713.42,856.17
237,"2021-10-19 13:37:51",8,50a17bf4-0d24-4d17-896e-2281922e8d25,20000234,1,781.1,968.6
31,"2021-07-25 02:10:22",75,7cbba383-dd59-4e17-bbfe-eade8a212f90,20000235,2,181.03,938.33
220,"2021-06-28 20:04:13",141,852ca6c4-5f46-4ea6-80f4-fc01f8a04559,20000236,4,936.57,14.29
