user_id,end_date,bid_id,item_id,item_name,description,initial_price,quantity,reserve_price,buy_now,nb_of_bids,max_bid,start_date
128,"2022-01-07 17:08:52",20000017,818,molestiae,"aliquid ex ea",954.49,4,602.99,750.36,66,63.57,"2021-04-15 00:08:07"
173,"2021-10-27 20:45:41",20000018,618,id,"in culpa qui",203.8,7,176.33,958.22,67,73.28,"2021-04-12 23:21:30"
171,"2021-05-13 00:19:57",20000019,663,quia,"et dolore magnam",573.02,5,217.24,837.95,61,748.99,"2021-09-09 04:30:29"
124,"2021-09-02 20:52:24",20000020,171,nostrum,"nisi ut aliquid",752.06,4,300.74,987.11,84,931.26,"2021-11-01 07:34:17"
166,"2022-02-18 03:45:54",20000021,178,rerum,"minus id quod",417.66,1,377.81,280.21,51,782.4,"2021-06-17 21:24:20"
6,"2021-04-06 23:58:16",20000022,761,expedita,"incidunt ut labore",640.62,1,237.37,114.19,50,413.38,"2021-05-09 09:02:21"
121,"2021-09-17 10:59:55",20000023,535,temporibus,"accusamus officiis debitis",654.38,3,295.73,131.95,49,629.44,"2021-03-27 17:41:33"
161,"2021-03-11 10:43:02",20000024,684,laboriosam,"consequatur aut perferendis",697.38,9,296.64,106.7,70,593.81,"2021-05-12 18:20:44"
65,"2021-10-17 10:39:33",20000025,815,maxime,"eveniet ut et",645.35,2,809.64,376.14,77,362.37,"2021-11-21 18:33:05"
96,"2021-07-09 02:21:45",20000026,448,voluptate,"magnam aliquam quaerat",324.14,3,431.78,251.63,92,512.96,"2021-12-30 22:23:40"
139,"2021-10-06 02:16:33",20000027,489,reiciendis,"ut aut reiciendis",385.8,1,918.66,717.46,70,16.61,"2021-10-23 19:30:13"
114,"2021-12-24 20:43:11",20000028,292,qui,"et dolorum fuga",757.02,6,434.13,313.17,39,91.2,"2021-09-26 11:35:06"
8,"2021-12-21 04:22:49",20000029,331,inventore,"quaerat voluptatem ut",407.15,10,564.46,354.06,46,511.75,"2021-03-14 12:57:32"
142,"2021-11-06 17:07:03",20000030,271,incidunt,"nostrum exercitationem ullam",561.64,8,437.63,392.36,16,794.34,"2022-01-22 23:17:21"
155,"2021-08-10 19:16:24",20000031,511,dolore,"voluptatem quia voluptas",172.1,3,545.91,608.73,68,60.53,"2021-04-07 06:47:55"
34,"2022-01-16 00:08:48",20000032,794,sit,"ut enim ad",888.89,10,452.89,58.02,71,972.99,"2021-11-04 08:53:46"
15,"2021-04-05 13:22:24",20000033,50,aliquid,"molestiae non recusandae",840.04,1,769.06,788.03,76,624.53,"2021-12-18 18:42:06"
10,"2021-03-16 17:25:30",20000034,181,eos,"dolor repellendus temporibus",781.55,3,94.84,786.88,60,328.37,"2021-08-18 09:59:49"
34,"2021-12-28 12:42:18",20000035,509,velit,"deleniti atque corrupti",297.9,10,918.04,793.19,6,596.88,"2021-06-11 12:41:44"
180,"2022-02-18 21:00:25",20000036,221,earum,"consequuntur magni dolores",375.43,1,705.39,544.93,92,546.37,"2021-04-28 20:19:32"
131,"2021-04-09 03:08:18",20000037,549,voluptatem,"provident sed ut",611.08,7,598.49,678.42,86,334.17,"2021-06-13 22:22:32"
153,"2021-05-16 18:34:56",20000038,752,sint,"quod maxime placeat",661.63,10,196.47,543.82,6,86.53,"2021-07-26 23:57:33"
14,"2021-06-24 16:32:44",20000039,526,quisquam,"at vero eos",649.98,10,299.96,898.66,58,281.01,"2021-05-17 04:12:59"
80,"2022-01-04 22:56:56",20000040,974,aut,"fuga et harum",573.94,7,656.23,955.4,94,857.69,"2022-03-07 07:10:14"
68,"2021-03-14 02:30:38",20000041,547,architecto,"veniam quis nostrum",917.32,4,766.8,677.15,57,844.22,"2021-11-07 14:50:56"
94,"2021-07-04 18:45:40",20000042,58,debitis,"quibusdam et aut",841.45,7,590.35,816.48,58,583.17,"2021-07-27 04:49:44"
180,"2021-06-28 01:02:54",20000043,903,debitis,"soluta nobis est",230.71,6,128.21,563.99,84,876.49,"2021-09-16 15:20:00"
78,"2021-07-16 22:56:53",20000044,272,delectus,"molestiae non recusandae",144.12,8,630.88,487.95,73,309.01,"2021-03-19 00:28:31"
84,"2021-10-04 00:34:19",20000045,275,autem,"sit suscipit laboriosam",780.48,9,772.66,500.54,49,316.61,"2021-06-22 18:25:47"
142,"2021-03-20 15:47:09",20000046,170,iste,"voluptate velit esse",410.72,0,53.35,611.56,43,652.05,"2021-08-18 05:16:42"
13,"2021-06-13 18:04:54",20000047,515,et,"assumenda est omnis",438.31,5,178.33,961.12,76,811.17,"2021-09-15 14:59:51"
107,"2021-06-24 12:59:24",20000048,93,ut,"dolores et quas",774.64,3,169.92,357.14,50,104.28,"2021-11-27 04:11:05"
85,"2021-11-08 20:26:04",20000049,699,ex,"ad minima veniam",717.45,1,684.14,828.51,56,488.02,"2021-07-29 16:38:13"
84,"2021-03-30 11:36:12",20000050,228,nihil,"sunt explicabo aspernatur",951.2,3,865.45,795.15,96,444.01,"2022-02-02 21:23:30"
29,"2021-07-26 11:56:39",20000051,3,vel,"voluptatem sequi nesciunt",284.95,2,396.54,136.34,59,655.01,"2021-09-15 04:36:52"
86,"2021-05-23 04:27:06",20000052,813,odit,"blanditiis praesentium laudantium",628.77,8,134.61,586.83,68,657.4,"2022-01-24 06:00:07"
38,"2021-07-03 21:28:49",20000053,155,et,"consequatur aut perferendis",737.35,6,834.88,835.59,66,933.74,"2021-04-13 01:15:12"
184,"2021-07-21 02:39:15",20000054,282,molestiae,"reprehenderit qui in",299.12,6,424.54,573.5,12,17.4,"2021-07-16 18:55:06"
184,"2022-03-09 04:15:41",20000055,109,aut,"accusantium doloremque aperiam",284.96,8,526.44,73.48,92,488.22,"2021-10-14 18:30:42"
68,"2021-12-05 12:14:01",20000056,26,perspiciatis,"aut fugit sed",947.67,8,327.77,199.27,67,10.75,"2021-03-28 16:38:23"
14,"2022-02-24 00:30:33",20000057,418,eius,"velit esse quam",279.99,3,592.73,604.66,35,749.44,"2021-10-26 15:49:23"
26,"2021-12-20 02:28:39",20000058,979,est,"possimus omnis voluptas",487.41,1,863.62,479.11,28,952.07,"2021-04-10 18:11:31"
104,"2021-05-24 21:04:07",20000059,388,ratione,"quos dolores et",771.41,5,742.26,160.22,8,87.97,"2021-09-29 14:56:55"
87,"2021-04-24 17:36:26",20000060,940,quod,"qui blanditiis praesentium",263.16,7,225.88,76.18,31,169.49,"2022-01-30 19:02:31"
35,"2021-03-10 21:56:51",20000061,1000,consequatur,"dolor repellendus temporibus",466.54,8,795.71,269.84,36,670.06,"2021-11-11 14:21:48"
170,"2021-03-22 21:53:51",20000062,802,aut,"dignissimos ducimus qui",782.23,2,895.54,306.43,11,486.56,"2022-02-19 07:24:33"
56,"2021-10-02 00:59:24",20000063,703,fuga,"ut aut reiciendis",747.18,2,643.83,404.29,11,802.49,"2021-10-15 19:33:14"
75,"2021-11-19 01:52:23",20000064,512,repudiandae,"dignissimos ducimus qui",394.31,9,746.7,719.82,53,68.25,"2021-12-18 12:38:13"
45,"2021-04-13 11:42:06",20000065,502,rerum,"dolorem eum fugiat",922.43,10,852.06,655.15,68,959.01,"2021-12-14 04:14:09"
129,"2022-02-11 23:32:43",20000066,82,quisquam,"minus id quod",115.31,7,252.99,777.12,79,258.68,"2021-09-30 01:36:59"
54,"2021-03-12 10:18:49",20000067,404,ea,"voluptate velit esse",90.47,2,149.23,986.82,75,374.64,"2021-10-04 14:30:50"
4,"2021-05-10 01:30:00",20000068,315,aspernatur,"labore et dolore",846.03,5,953.75,918.63,48,657.53,"2021-12-19 18:04:02"
56,"2022-01-16 15:16:54",20000069,875,natus,"consequatur aut perferendis",598.85,2,37.14,411.36,29,37.89,"2021-08-18 16:53:53"
27,"2021-06-07 07:43:50",20000070,283,vitae,"laboriosam nisi ut",674.71,1,532.03,412.47,14,157.84,"2022-01-07 22:29:20"
124,"2021-05-09 09:12:51",20000071,662,iure,"laboriosam nisi ut",435.4,2,575.82,489.52,100,444.02,"2021-11-14 23:36:03"
195,"2021-12-20 02:28:39",20000072,979,est,"possimus omnis voluptas",487.41,1,863.62,479.11,28,952.07,"2021-04-10 18:11:31"
118,"2021-10-19 22:14:53",20000073,225,et,"repudiandae sint et",690.59,0,362.67,300.06,90,948.55,"2021-10-04 10:42:31"
133,"2022-01-07 06:38:21",20000074,397,qui,"dolorem eum fugiat",391.74,5,485.99,414.53,92,160.14,"2022-02-13 13:42:17"
38,"2021-09-02 20:52:24",20000075,171,nostrum,"nisi ut aliquid",752.06,4,300.74,987.11,84,931.26,"2021-11-01 07:34:17"
34,"2021-07-10 10:20:51",20000076,908,beatae,"illo inventore veritatis",116.85,8,779.88,882.68,52,992.38,"2021-08-09 00:44:26"
24,"2022-01-04 22:56:56",20000077,974,aut,"fuga et harum",573.94,7,656.23,955.4,94,857.69,"2022-03-07 07:10:14"
124,"2021-04-06 18:28:22",20000078,498,inventore,"accusantium doloremque aperiam",307.99,3,87.45,726.44,88,456.58,"2022-01-04 12:53:31"
193,"2021-09-01 05:21:32",20000079,412,et,"est omnis dolor",142.04,3,944.9,182.54,63,263.73,"2021-08-14 06:47:57"
168,"2021-11-12 13:25:13",20000080,42,praesentium,"perspiciatis unde omnis",924.57,3,950.33,11.47,12,333.46,"2022-02-09 09:46:15"
7,"2021-12-29 03:31:17",20000081,57,sed,"voluptatum deleniti atque",953.26,3,408.17,252.53,38,645.36,"2021-09-11 10:28:41"
78,"2021-04-17 21:42:33",20000082,380,officiis,"quas molestias excepturi",970.92,4,192.29,165.88,20,445.07,"2021-09-11 21:50:22"
155,"2021-10-24 06:31:40",20000083,577,dolores,"rem voluptatum deleniti",604.21,8,772.21,416.73,56,284.96,"2021-12-26 02:13:12"
154,"2021-07-18 01:02:35",20000084,154,libero,"enim ad minima",475.92,1,513.24,780.7,71,206.61,"2021-03-22 16:51:40"
94,"2022-02-22 00:20:06",20000085,832,in,"nobis est eligendi",955,7,160.36,864.47,88,662.34,"2021-04-26 04:02:19"
137,"2021-12-09 10:15:37",20000086,131,velit,"assumenda est omnis",706.88,1,668.38,737.28,35,260.7,"2022-02-27 11:27:18"
9,"2021-05-29 01:40:38",20000087,553,quo,"et quas molestias",407.47,6,258.71,961.03,79,740.72,"2022-02-19 18:00:33"
135,"2021-06-24 16:32:44",20000088,526,quisquam,"at vero eos",649.98,10,299.96,898.66,58,281.01,"2021-05-17 04:12:59"
78,"2021-05-13 11:29:01",20000089,27,non,"odio dignissimos ducimus",135.02,9,733.96,606.71,54,710.07,"2021-05-25 16:17:09"
8,"2022-02-16 00:13:22",20000090,72,eos,"sit suscipit laboriosam",892.54,6,105.25,545.57,3,135.1,"2021-10-15 17:28:37"
200,"2021-07-31 15:04:34",20000091,768,impedit,"similique sunt in",121.1,7,222.31,289.27,0,206.07,"2021-09-04 21:02:55"
194,"2021-12-31 01:05:58",20000092,387,occaecati,"eveniet ut et",231.82,2,47.27,708.64,97,514.8,"2021-09-21 02:20:52"
150,"2022-03-02 15:08:50",20000093,698,iure,"officiis debitis aut",663.72,0,313.5,300.61,20,406.53,"2021-10-29 12:23:58"
38,"2021-06-24 05:28:19",20000094,808,sit,"quo porro quisquam",199.25,0,506.35,546.64,57,57.23,"2021-08-16 23:44:44"
165,"2022-01-04 04:41:07",20000095,360,culpa,"ea commodi consequatur",184.63,8,464.49,494.53,38,40,"2021-08-04 06:39:40"
191,"2021-08-02 18:18:17",20000096,682,ullam,"distinctio nam libero",982.79,3,354.06,440.39,37,983.77,"2021-10-11 13:10:10"
128,"2022-02-13 01:40:30",20000097,379,cum,"fugit sed quia",927.12,2,452.43,93.38,23,380.92,"2021-07-04 23:20:20"
100,"2021-03-15 20:57:58",20000098,311,dolorum,"impedit quo porro",827.18,7,614.03,666.25,52,886.3,"2021-07-18 20:08:53"
154,"2021-11-13 20:20:23",20000099,389,dolor,"nostrum exercitationem ullam",150.96,4,663.06,636.58,88,339.9,"2021-07-02 00:52:14"
163,"2021-07-30 20:46:34",20000100,14,nostrum,"sit suscipit laboriosam",460.68,10,6.35,52.86,43,999.03,"2021-07-28 05:07:32"
70,"2021-03-11 15:27:56",20000101,439,quisquam,"autem quibusdam et",109.94,5,620.14,594.31,40,393.58,"2021-09-05 08:23:03"
34,"2022-01-16 04:10:52",20000102,599,exercitationem,"cumque nihil impedit",31.97,5,566.17,166.91,1,765.98,"2021-08-29 23:04:49"
197,"2022-01-11 02:53:37",20000103,235,fugiat,"quibusdam et aut",842.51,5,652.79,653.62,18,698.42,"2022-01-06 15:33:03"
56,"2021-11-01 10:05:15",20000104,482,maxime,"voluptas assumenda est",838.38,9,104.48,247.09,46,817.41,"2021-07-06 12:03:58"
164,"2021-09-29 09:32:56",20000105,434,aut,"sunt in culpa",627.87,7,772.02,180.29,82,944.78,"2021-12-29 00:15:59"
184,"2021-05-27 12:20:59",20000106,673,voluptatem,"provident sed ut",164.61,3,704.09,535.2,98,638.09,"2021-07-24 19:55:14"
184,"2022-02-04 06:05:57",20000107,179,eaque,"esse quam nihil",267.81,7,449.13,868.65,88,795.3,"2022-01-31 00:36:49"
7,"2021-08-23 03:33:40",20000108,840,illo,"eum iure reprehenderit",306.13,6,597.7,244.05,12,979.61,"2022-01-30 07:02:50"
172,"2021-04-23 06:12:26",20000109,920,officia,"ad minima veniam",960.27,2,171.22,331.42,11,978.27,"2022-02-04 21:12:45"
11,"2021-05-26 04:29:26",20000110,123,eaque,"distinctio nam libero",610.44,2,226.74,759.24,57,751.97,"2021-05-02 07:34:56"
46,"2021-10-23 22:03:12",20000111,825,aut,"ut et voluptates",937.24,8,286.56,812.86,16,82.45,"2021-11-21 22:36:11"
150,"2021-07-04 18:45:40",20000112,58,debitis,"quibusdam et aut",841.45,7,590.35,816.48,58,583.17,"2021-07-27 04:49:44"
38,"2021-05-10 01:30:00",20000113,315,aspernatur,"labore et dolore",846.03,5,953.75,918.63,48,657.53,"2021-12-19 18:04:02"
32,"2021-05-24 10:56:36",20000114,465,vitae,"dolor sit amet",795.64,1,439.46,761.72,93,106.64,"2021-04-05 09:15:03"
89,"2022-01-26 04:19:38",20000115,222,iure,"quis autem vel",813.13,7,256.15,956.18,14,169.77,"2021-05-17 11:34:06"
87,"2021-11-12 02:00:30",20000116,687,qui,"quis autem vel",756.43,3,947.42,34.87,76,964.97,"2022-02-25 15:09:32"
153,"2021-03-11 09:38:43",20000117,344,assumenda,"autem vel eum",335.55,10,269.48,513.9,95,521.76,"2021-05-21 16:08:01"
96,"2021-08-22 14:09:51",20000118,267,eum,"eligendi optio cumque",52.5,6,595.42,901.47,83,723.98,"2021-08-24 02:30:40"
111,"2021-08-30 05:51:46",20000119,534,at,"ut labore et",985.64,5,887.99,834.66,68,487.16,"2022-02-08 10:42:44"
128,"2021-06-20 00:19:33",20000120,572,nobis,"voluptatem ut enim",211.11,2,930.06,317.47,5,866.14,"2021-07-14 13:54:01"
139,"2021-09-20 01:02:11",20000121,871,sit,"sint occaecati cupiditate",245.11,0,272.21,884.2,46,571.81,"2021-07-20 09:46:49"
172,"2021-10-22 14:13:18",20000122,620,aut,"alias consequatur aut",42.84,8,587.32,413.84,18,311.64,"2022-02-09 14:14:03"
68,"2021-12-25 22:46:31",20000123,163,commodi,"in ea voluptate",176.26,8,21.47,185.75,18,531.89,"2021-05-28 02:45:37"
4,"2021-12-09 09:51:18",20000124,346,repellendus,"sit voluptatem accusantium",228.93,5,602.99,46.82,30,26.62,"2021-05-24 03:13:14"
191,"2022-02-06 00:18:10",20000125,837,aspernatur,"ut et voluptates",646.15,5,380.36,660.16,8,401.69,"2021-08-08 16:39:07"
155,"2021-05-18 23:19:55",20000126,266,enim,"quas molestias excepturi",704.54,9,489.94,457.44,78,749.7,"2021-07-16 20:15:06"
15,"2021-06-11 13:44:40",20000127,244,dolores,"eos et accusamus",244.7,8,418.45,806.3,48,371.1,"2021-10-19 08:16:26"
92,"2022-01-08 22:57:14",20000128,522,est,"atque corrupti quos",736.5,0,972.56,138.6,24,889.03,"2021-09-23 18:05:18"
121,"2021-12-06 18:26:12",20000129,28,voluptatibus,"laborum et dolorum",372.72,0,852.73,506.17,0,964.12,"2021-12-11 22:08:56"
136,"2021-03-16 17:25:30",20000130,181,eos,"dolor repellendus temporibus",781.55,3,94.84,786.88,60,328.37,"2021-08-18 09:59:49"
81,"2021-11-07 11:49:57",20000131,97,aspernatur,"porro quisquam est",373.6,6,959.17,796.4,34,201.08,"2021-04-07 11:39:00"
17,"2021-06-13 20:47:55",20000132,503,tempore,"magni dolores eos",833.07,5,542.79,87.7,93,548.71,"2021-04-27 05:28:28"
73,"2022-01-26 03:54:34",20000133,942,fugit,"provident sed ut",127.59,4,649.39,977.79,11,21.83,"2021-05-26 19:34:59"
67,"2021-07-30 09:33:38",20000134,403,maiores,"quidem rerum facilis",828.73,0,120.21,707.7,100,391.02,"2021-12-25 00:56:50"
144,"2021-10-14 07:55:29",20000135,304,consectetur,"et molestiae non",377.83,6,685.21,364.89,20,601.59,"2021-06-05 00:34:41"
156,"2021-09-04 19:41:06",20000136,773,possimus,"quia consequuntur magni",701.82,1,521.86,56.61,92,567.78,"2021-12-18 23:57:01"
116,"2021-03-31 13:45:45",20000137,231,vitae,"sed quia non",853.09,1,981.29,75.11,96,903.87,"2021-10-13 16:55:29"
22,"2021-05-26 15:13:03",20000138,788,enim,"deleniti atque corrupti",559.64,9,214.31,756.86,70,596.02,"2021-03-18 02:11:18"
12,"2021-10-23 23:18:32",20000139,340,ex,"delectus ut aut",779.48,2,579.94,292.13,15,304.2,"2021-04-16 07:41:32"
121,"2021-03-10 20:29:31",20000140,769,temporibus,"nihil impedit quo",355.35,4,886.87,839.79,35,132.79,"2021-07-18 09:05:22"
94,"2021-07-16 22:56:53",20000141,272,delectus,"molestiae non recusandae",144.12,8,630.88,487.95,73,309.01,"2021-03-19 00:28:31"
126,"2022-02-07 15:00:44",20000142,759,facilis,"aut fugit sed",175.13,5,745.94,268.05,73,225.8,"2022-03-09 03:45:27"
63,"2022-01-30 15:48:14",20000143,561,omnis,"voluptatem ut enim",257.99,6,961.55,80.01,36,353.94,"2021-03-23 12:18:10"
177,"2021-12-11 19:46:37",20000144,432,quisquam,"harum quidem rerum",190.28,8,885.59,796.5,73,93.53,"2021-07-16 05:31:39"
116,"2021-09-06 02:27:08",20000145,980,sed,"quia consequuntur magni",689.75,8,354.51,348.22,84,291.69,"2021-11-29 23:45:33"
188,"2021-12-23 18:08:42",20000146,423,quidem,"eos et accusamus",291.3,5,169.59,696.78,67,352.4,"2021-08-29 05:38:27"
86,"2021-03-25 21:50:33",20000147,288,facilis,"autem vel eum",431.87,10,705.55,374.67,95,245.71,"2021-09-20 15:35:24"
161,"2021-04-07 07:52:59",20000148,492,maiores,"nisi ut aliquid",252.16,6,840.22,800.8,20,251.93,"2022-01-14 05:30:03"
100,"2022-01-31 21:15:32",20000149,364,a,"blanditiis praesentium laudantium",393.84,0,436.99,380.91,1,475.24,"2021-11-23 08:14:35"
97,"2021-05-18 16:32:39",20000150,867,odio,"aut perferendis sit",808.73,2,843.74,894.92,10,211.2,"2022-03-02 07:29:11"
147,"2021-08-15 03:56:48",20000151,959,nam,"nihil molestiae et",517.07,8,470.41,287.94,60,653.72,"2021-10-29 01:33:32"
167,"2021-12-09 10:15:37",20000152,131,velit,"assumenda est omnis",706.88,1,668.38,737.28,35,260.7,"2022-02-27 11:27:18"
160,"2021-06-09 20:20:21",20000153,120,est,"esse quam nihil",747.65,6,648.15,740.05,36,966.88,"2021-09-21 21:53:09"
184,"2021-08-30 19:53:13",20000154,257,totam,"deserunt mollitia animi",594.05,9,547.15,668.88,66,212.79,"2021-12-19 09:24:03"
129,"2022-02-08 13:33:29",20000155,616,delectus,"odio dignissimos ducimus",724.73,8,608.99,620.35,19,599.75,"2021-12-01 00:33:23"
184,"2021-07-06 21:03:16",20000156,551,odit,"laudantium totam rem",528.73,6,165.59,83.27,66,232.75,"2021-04-20 05:06:17"
173,"2021-07-30 11:53:03",20000157,232,quaerat,"praesentium laudantium totam",82.22,9,935.2,236.15,12,460.36,"2021-11-11 01:48:36"
122,"2021-10-31 01:06:24",20000158,250,error," consequatur aut",327.81,4,39.24,226.52,81,581.23,"2021-04-11 15:13:36"
56,"2021-08-24 16:37:28",20000159,950,vel,"nam libero tempore",310.67,5,259.47,524.13,42,761.71,"2022-01-22 07:50:07"
54,"2021-08-25 03:29:21",20000160,38,a,"nobis est eligendi",406.12,10,149.87,390.08,1,438.33,"2021-12-29 15:56:35"
144,"2021-12-06 20:50:32",20000161,157,et,"est et expedita",702.36,8,167.54,349.04,26,165.94,"2022-02-09 17:10:16"
22,"2021-08-01 23:25:05",20000162,298,voluptas,"autem vel eum",231.59,6,770.43,417.71,36,356.86,"2021-04-14 13:56:34"
153,"2021-08-10 00:08:11",20000163,145,officia,"debitis aut rerum",682.47,7,628.52,738.68,65,239.81,"2022-03-03 22:28:19"
175,"2021-12-13 10:14:45",20000164,296,ipsam,"aut fugit sed",249.34,0,577.61,768.78,45,896.71,"2021-09-07 00:01:31"
101,"2021-11-11 19:08:00",20000165,255,fuga,"voluptatem ut enim",451.68,8,399,666.93,62,869.48,"2022-02-22 06:52:32"
76,"2021-10-06 00:31:11",20000166,339,quis,"unde omnis iste",87.09,9,375.79,300.33,27,990.86,"2021-10-15 11:31:00"
49,"2021-09-01 02:54:19",20000167,955,sit,"vel eum iure",59.99,9,423.48,269.54,70,489.02,"2022-01-03 15:20:36"
44,"2021-04-17 04:48:15",20000168,884,non,"ab illo inventore",946.19,2,418.41,112.41,78,251.26,"2021-10-22 11:57:52"
170,"2021-09-02 05:05:50",20000169,606,harum,"et dolorum fuga",792.44,10,303.35,281.18,0,633.64,"2021-08-13 08:53:13"
101,"2021-05-03 12:53:26",20000170,395,nobis,"amet consectetur adipisci",349.29,2,977.32,811.01,52,965.52,"2022-01-12 07:25:02"
183,"2021-05-10 10:44:18",20000171,569,vitae,"quidem rerum facilis",590.27,8,334.11,981.82,7,553.35,"2021-07-21 19:02:26"
92,"2021-09-24 12:52:09",20000172,256,qui,"quas molestias excepturi",837.86,6,402.62,671.22,70,129.84,"2021-06-20 23:08:03"
160,"2021-05-15 22:07:32",20000173,944,ducimus,"qui dolorem eum",579.01,4,177.8,824.6,36,619.66,"2022-01-19 00:40:07"
79,"2021-06-13 18:04:54",20000174,515,et,"assumenda est omnis",438.31,5,178.33,961.12,76,811.17,"2021-09-15 14:59:51"
24,"2021-06-23 04:55:53",20000175,933,ipsum,"natus error similique",185.54,6,836.53,817.01,56,144.76,"2021-12-02 06:36:24"
94,"2022-02-08 09:41:32",20000176,19,ipsum,"ratione voluptatem sequi",919.99,0,932.63,67.86,1,29.3,"2021-07-30 15:57:00"
73,"2021-10-02 23:45:46",20000177,945,accusantium,"perspiciatis unde omnis",272.96,7,927.52,919.14,80,435.78,"2021-11-16 02:04:16"
32,"2021-05-16 03:11:33",20000178,683,quas,"et dolorum fuga",853.35,7,95.49,798.26,24,15.13,"2021-07-11 15:21:19"
184,"2021-10-16 20:49:47",20000179,765,velit,"aliquid ex ea",780.34,8,988.58,61.48,36,42.59,"2021-04-07 15:46:41"
66,"2022-01-22 19:41:29",20000180,949,est,"magnam aliquam quaerat",561.11,1,969.52,951.37,44,24.36,"2021-05-22 19:26:51"
12,"2022-02-01 09:44:42",20000181,431,rerum,"molestiae non recusandae",805.86,2,675.13,622.03,43,286.66,"2021-03-25 22:19:03"
138,"2021-06-26 15:06:45",20000182,962,aliquid,"odit aut fugit",807.21,4,97.32,833.59,53,271.59,"2021-03-30 14:03:23"
16,"2021-04-06 17:06:12",20000183,476,dicta,"voluptatem quia voluptas",241.05,1,676.15,712.27,58,791.68,"2021-12-12 21:47:21"
166,"2021-12-14 17:48:09",20000184,487,veniam,"ipsum quia dolor",366.97,9,372.07,773.49,90,313.33,"2021-04-03 18:31:33"
168,"2021-12-28 13:08:02",20000185,396,ducimus,"assumenda est omnis",224.35,9,145.15,677.08,25,474.23,"2022-01-05 15:41:08"
163,"2021-06-16 11:57:31",20000186,696,ipsum,"aut perferendis sit",282.7,6,724.53,665.04,66,636.15,"2021-09-26 10:17:40"
103,"2021-11-10 18:27:19",20000187,327,non,"adipisci velit sed",185.53,1,603.64,896.28,52,75.17,"2021-03-31 01:22:56"
103,"2021-10-19 18:06:01",20000188,582,iusto,"aut perferendis sit",130.8,4,841.27,691.33,29,524.34,"2021-07-23 08:34:25"
8,"2021-04-04 11:33:53",20000189,782,autem,"autem quibusdam et",518.23,5,0.13,524.7,43,8.55,"2021-04-15 21:34:26"
36,"2021-09-11 18:40:33",20000190,717,corrupti,"maxime placeat facere",563.66,0,717.84,686.23,94,758.44,"2021-08-17 14:19:04"
97,"2022-01-28 23:23:26",20000191,132,minima,"labore et dolore",495.84,2,704.78,282.83,2,824.24,"2022-02-21 05:37:29"
185,"2021-04-25 02:48:37",20000192,491,delectus,"mollitia animi id",956.49,10,347,896.14,93,479.97,"2021-10-20 09:23:17"
146,"2021-07-10 13:49:36",20000193,217,consequatur,"a sapiente delectus",144.09,2,753.1,930.44,56,505.61,"2021-06-19 18:09:56"
59,"2021-05-07 14:11:05",20000194,691,eveniet,"est qui minus",72.78,4,419.81,774.14,96,957.38,"2021-08-02 16:56:04"
152,"2021-12-18 21:03:23",20000195,149,inventore,"quia voluptas sit",876.64,7,21.5,118.9,65,960.68,"2021-08-06 22:33:23"
