comment_id,from_user,id,nickname,to_user,item,rating,date,comment
138,126,138,c6a28121-f182-41c9-a0ee-309648d2adde,166,655,-4,"2021-08-26 13:50:17","officia deserunt mollitia"
139,2,139,847aac60-573a-42c0-945f-ea87b98dd3d2,59,976,0,"2021-08-24 12:27:55","molestiae non recusandae"
140,90,140,a9bf0224-504c-41c3-a5cd-f003bbba6b03,85,147,0,"2021-07-30 19:21:03","iure reprehenderit qui"
141,57,141,3b4a9ca6-2e8d-44d1-ae05-123483d42520,194,902,3,"2021-04-05 17:59:59","nihil molestiae et"
142,61,142,3eda95bd-4b3a-4605-a759-ea9a521a36d7,122,781,-4,"2021-09-16 05:40:17","beatae vitae dicta"
143,52,143,184fa7e8-9987-426a-874d-79fcbba69f86,19,979,-4,"2021-04-20 20:41:17","voluptatem quia voluptas"
144,200,144,e61d29a1-3fa0-49c3-9a06-9395eabb7d8f,78,174,-2,"2021-05-26 00:01:28","laudantium totam rem"
145,41,145,c4dda6b1-d71a-4ea5-971c-e6bbdb9a8790,70,847,-2,"2021-09-20 02:14:22","consequatur vel illum"
146,191,146,2244a223-f5bf-4847-8f5e-7ca7ddde41d5,183,54,-1,"2021-08-28 05:19:26","et quas molestias"
147,64,147,5a39e30a-eb76-4a3e-8023-ccc91e06233f,46,646,3,"2021-06-25 09:34:05","ea commodi consequatur"
148,81,148,49d687cb-cd6f-4965-ba82-e0368b27904c,150,55,4,"2021-08-27 21:22:58","dolor sit amet"
149,56,149,8b89e263-57d0-4d59-b9f6-4f467bfbf8ac,23,685,-1,"2021-03-21 14:16:11","nulla pariatur at"
150,37,150,c10dd2f3-d2d0-44b0-83a0-449969b394a8,94,537,-5,"2022-02-05 08:14:22","consequuntur magni dolores"
151,164,151,66b7855b-ca5c-4c26-ae89-9ab303ece713,120,901,-2,"2021-10-03 08:54:00","eum iure reprehenderit"
152,22,152,ce268cc5-ae9c-4391-a202-5a7e9ce83181,144,58,-5,"2022-01-11 11:41:40","ullam corporis nemo"
153,88,153,66f1e353-13c8-45de-a2ba-95370eac8e8f,178,622,-5,"2021-08-28 22:54:09","eveniet ut et"
154,140,154,aaf9416c-1796-439a-b2e8-693de1cafab5,80,728,-4,"2022-03-03 01:51:03","non numquam eius"
155,71,155,363e7687-174f-4ec2-81d3-3e24033af430,33,687,-1,"2021-10-02 08:38:54","ut et voluptates"
156,5,156,25126e92-eac0-4fe8-b428-e157a8cc355c,172,27,5,"2022-01-30 03:26:24","sapiente delectus ut"
157,129,157,bc3de1db-1418-43a0-8f66-35de5e60e327,57,280,2,"2022-01-12 17:25:31","omnis dolor repellendus"
158,162,158,ece5ba46-d6a1-4b3d-9405-9e3425367501,106,496,5,"2021-06-21 13:05:44","optio cumque nihil"
159,13,159,fa33f9b3-25a7-4be4-bd87-4c654eff4d77,121,321,-4,"2021-07-17 11:00:30","ea commodi consequatur"
160,97,160,00c23d28-22a5-479b-9bf8-c2542398a4f0,113,6,1,"2021-06-26 19:15:06","sint et molestiae"
161,64,161,5a39e30a-eb76-4a3e-8023-ccc91e06233f,102,89,-2,"2021-04-23 18:51:56","qui ratione voluptatem"
162,156,162,32abc464-8b16-4ed1-9cc2-ce15e9471a9e,139,357,-3,"2021-03-11 15:38:31","nesciunt neque dolorem"
163,3,163,0abdeb89-7587-40ce-afba-59a65320369f,97,430,5,"2022-01-12 13:41:01","consectetur adipisci velit"
164,181,164,e690b0e3-1177-47e3-bedd-fccf4e683fed,155,403,5,"2021-05-31 21:45:03","id quod maxime"
165,166,165,d6edf7c8-aefa-4548-ae37-353416b55a7c,32,861,-4,"2021-03-23 18:52:46","mollitia animi id"
166,75,166,7cbba383-dd59-4e17-bbfe-eade8a212f90,99,968,3,"2021-09-02 00:42:00","sunt in culpa"
167,57,167,3b4a9ca6-2e8d-44d1-ae05-123483d42520,159,649,3,"2022-02-06 03:34:57","nulla pariatur at"
168,11,168,7f2c1048-10af-4486-97ac-fecc7338ff7c,186,28,-4,"2021-06-23 22:50:37","voluptatum deleniti atque"
169,36,169,a89fae99-9fb2-48e7-94fc-631d384f001f,64,42,-5,"2021-09-24 11:01:10","doloremque aperiam eaque"
170,30,170,391dd72b-b4d0-46f7-a7c3-69707a59fdaa,118,891,-5,"2021-08-12 09:12:58","ab illo inventore"
171,111,171,400c5051-d9a7-4ddf-a2c1-7f9ed93b3070,135,514,5,"2021-06-09 01:01:53","eum iure reprehenderit"
172,104,172,54696fb6-004f-4e87-8f27-31d2bbe7a876,99,278,-4,"2021-08-21 16:51:11","consequuntur magni dolores"
173,192,173,65b5d1b7-3da4-47de-b24f-e6dfac15c430,131,399,-2,"2021-07-02 20:32:27","excepturi sint occaecati"
174,73,174,cff36a31-215c-4dd5-a588-5dcf4c156c26,64,387,-1,"2022-01-22 02:15:34","ipsum quia dolor"
175,35,175,1432eb37-04e3-4f79-a78c-9bb2b723b059,170,495,2,"2021-03-16 10:10:49","sit suscipit laboriosam"
176,191,176,2244a223-f5bf-4847-8f5e-7ca7ddde41d5,99,228,4,"2021-06-26 21:02:24","enim ad minima"
177,176,177,9348c3b8-be35-48f0-85d9-b25ec3aa6991,148,262,2,"2021-08-05 01:04:37","id est laborum"
178,91,178,80127c3a-96f3-442f-b5ef-dc2c45502f0c,6,586,0,"2021-10-14 06:18:05","temporibus autem quibusdam"
179,55,179,1949b25c-8775-47a7-b889-a56ea2212856,81,265,-4,"2021-05-29 18:07:42","rem voluptatum deleniti"
180,27,180,83904f1f-6d5b-4dcc-a7e7-c6189327f27d,154,509,-3,"2021-10-07 13:37:28","repudiandae sint et"
181,101,181,655500af-e43f-4afc-8029-d7e0fe57d14a,143,1,-5,"2021-03-22 18:27:05","laboriosam nisi ut"
182,76,182,4dc0578f-f96b-49c8-9237-be682fb01197,100,481,2,"2021-06-23 12:00:36","praesentium laudantium totam"
183,1,183,80848e35-1db3-41ec-969b-4576af35b215,124,56,-2,"2021-05-19 12:34:36","accusantium doloremque aperiam"
184,86,184,8055edc3-4e13-42ad-8e33-d8092eaabeb1,34,283,3,"2021-12-12 20:40:58","asperiores repellat alias"
185,126,185,c6a28121-f182-41c9-a0ee-309648d2adde,1,473,5,"2021-09-29 19:15:47","eaque ipsa quae"
186,122,186,e4926304-ab89-401d-9c9d-45b828520c9a,113,423,-1,"2021-07-09 09:19:51","quas molestias excepturi"
187,99,187,38568d58-88d2-466a-89a1-d214479d0201,151,943,-5,"2022-01-20 21:48:07","nesciunt neque dolorem"
188,96,188,2bfe6f2e-3d9b-491e-a11d-bacf26e897d6,91,476,1,"2021-03-12 12:02:44","quo porro quisquam"
189,187,189,3c6426c2-2f82-4613-8adb-b23abd1ea755,61,11,1,"2022-01-14 12:24:18","omnis dolor repellendus"
190,43,190,0d43e307-6b12-4fb3-99a9-a7c55220fa31,200,137,1,"2021-06-12 06:19:47","est omnis dolor"
191,32,191,355ea4f8-2faa-46d7-8915-9293bf0f8e09,66,308,-2,"2021-05-15 15:45:41","in ea voluptate"
192,78,192,daf4c5ab-4d06-4552-9d08-f84883530dd1,190,53,-5,"2021-05-03 05:49:27","exercitationem ullam corporis"
193,25,193,f81d331d-bdf7-4122-9b83-e091bdb593d2,39,298,-2,"2022-02-15 20:59:59","similique sunt in"
194,70,194,51b93657-62b3-46fc-8339-b8bfd9e7599d,67,171,-1,"2021-09-08 23:35:50"," consequatur aut"
195,200,195,e61d29a1-3fa0-49c3-9a06-9395eabb7d8f,89,576,2,"2021-09-15 15:23:45","amet consectetur adipisci"
196,131,196,a76625d9-9f6e-4b29-a8ee-94644d6634da,108,750,-3,"2021-04-12 18:00:09","sed quia non"
197,191,197,2244a223-f5bf-4847-8f5e-7ca7ddde41d5,4,811,4,"2021-05-20 09:46:55","quasi architecto beatae"
198,39,198,77f72eda-0419-4106-b201-8d87939099b0,177,123,-5,"2021-07-14 10:09:55","neque dolorem ipsum"
199,192,199,65b5d1b7-3da4-47de-b24f-e6dfac15c430,120,396,-1,"2021-05-03 14:04:13","perferendis sit voluptatem"
200,72,200,4629cc7c-c56b-4c1c-a141-7727bf896070,22,539,5,"2021-09-10 14:27:38","ut aliquid ex"
201,55,201,1949b25c-8775-47a7-b889-a56ea2212856,192,962,-1,"2021-05-16 01:26:20","consequatur quis autem"
202,137,202,721c04fd-b1f9-4820-8562-9930d2f70516,58,615,-1,"2021-09-10 14:34:21","molestiae et iusto"
203,35,203,1432eb37-04e3-4f79-a78c-9bb2b723b059,28,391,-4,"2021-03-15 10:03:51","vero eos et"
204,55,204,1949b25c-8775-47a7-b889-a56ea2212856,43,294,4,"2021-03-28 10:16:33","sint occaecati cupiditate"
205,94,205,b0d765a9-5d8c-4a69-a833-000b0c271c7f,4,30,1,"2022-02-22 04:13:17","ea commodi consequatur"
206,130,206,ffb14902-954f-43c6-89ca-869f525a24c8,174,196,-2,"2021-03-11 04:19:37","cum soluta nobis"
207,115,207,da7bfcaf-c158-4f96-a17c-2282a80daed3,109,694,-5,"2021-05-21 07:20:41","et voluptates repudiandae"
208,134,208,bfdfca21-c136-47f8-92cd-ad09999a2c91,97,555,-1,"2022-03-07 05:08:19","tenetur a sapiente"
209,59,209,f82e64b4-0e05-4182-be8d-f5532e09e8d6,52,743,2,"2021-05-09 15:21:50","possimus omnis voluptas"
210,146,210,ca3dcb35-7e9e-4828-b3bf-8befc04ce4af,1,949,5,"2021-05-11 10:24:32","ut perspiciatis unde"
211,144,211,c860c87e-b760-480b-8561-417e0a198ecc,35,354,3,"2021-10-29 02:18:12","perspiciatis unde omnis"
212,190,212,d07338ec-78d3-43f6-aa17-b16977b582cb,43,661,-2,"2021-12-22 15:04:32","deleniti atque corrupti"
213,141,213,852ca6c4-5f46-4ea6-80f4-fc01f8a04559,173,775,3,"2021-08-12 18:36:15","recusandae itaque earum"
214,173,214,a717a3f7-f08d-4393-8260-20668034dddd,137,938,3,"2022-01-17 03:46:35","incidunt ut labore"
215,196,215,04e8f8a9-3a94-46b0-984c-3eee030a2ca3,155,586,-2,"2021-10-25 13:13:47","quia voluptas sit"
216,71,216,363e7687-174f-4ec2-81d3-3e24033af430,189,59,2,"2021-06-30 01:36:11","iste natus error"
217,126,217,c6a28121-f182-41c9-a0ee-309648d2adde,17,205,2,"2021-12-12 22:04:52","repudiandae sint et"
